Numéro de projet,Numéro de client (facturé),Numéro de client (livré à),Numéro du produit,Devise étrangère,Prix,Prix coûtant régulier ou prix de détail sugg.,Prix détail (T) / coûtant (F),Quantité à recevoir,Escompte - Pourcentage,Sous-total,Code de taxe provinciale,Code de taxe fédérale,Escompte - Montant fixe,Code de produit (fournisseur),Numéro séquentiel de la commande client,Numéro séquentiel de commande,Code d'activité,Description,Numéro de la ligne,Quantité reçue,Poste d'achat,Quantité commandée,Code identification unique,Numéro séquentiel,Numéro du fournisseur,Commande en retard (T/F),"Type de facturation (1=n/a, 2=cpte ouv., 3=réq.)",Activité d'attribution
0000019031,SOC-DEV-SH,,....................4,,0.0000,0.0000,FALSE,0.0000,0.000000,0.0000,0,0,0.0000,,,000000213,,AVEC LA FIRME D'INGENIERIE ET ARCHITECTES,002,1.0000,33200,1.0000,D11E90FW3,0000206,PUB-CENTRO,FALSE,3,
0000019031,SOC-DEV-SH,,,,0.0000,0.0000,FALSE,0.0000,0.000000,0.0000,1,1,0.0000,,,000000213,10000,NUMEROTATION DES LOCAUX,003,250.0000,33200,250.0000,LPBAMVZ60,0000206,PUB-CENTRO,FALSE,3,
0000019031,SOC-DEV-SH,,.................0001,,0.0000,0.0000,FALSE,0.0000,0.000000,0.0000,0,0,0.0000,,,000000213,,PLAQUETTES 20 X 5.00$,004,0.0000,,0.0000,9BCFZKSX6,0000206,PUB-CENTRO,FALSE,3,
0000019031,SOC-DEV-SH,,.................0001,,0.0000,0.0000,FALSE,0.0000,0.000000,0.0000,0,0,0.0000,,,000000213,,INSTALLATION 1 X 150.00$,005,0.0000,,0.0000,2D3T292TN,0000206,PUB-CENTRO,FALSE,3,
0000020013,C-S-CH-ROY,,....................3,,35.0000,35.0000,FALSE,0.0000,0.000000,0.0000,1,1,0.0000,,,000000215,,"SELON PLANS, DEVIS ET ADDENDA POUR CONSTRUCTION",001,1.0000,33200,1.0000,8QP6D04C1,0000208,METAL-LAMI,FALSE,3,
0000020013,C-S-CH-ROY,,....................4,,0.0000,0.0000,FALSE,0.0000,0.000000,0.0000,0,0,0.0000,,,000000215,,AVEC LA FIRME D'INGENIERIE ET ARCHITECTES,002,1.0000,33200,1.0000,2NY1479UC,0000208,METAL-LAMI,FALSE,3,
0000020013,C-S-CH-ROY,,,,0.0000,0.0000,FALSE,0.0000,0.000000,0.0000,1,1,0.0000,,,000000215,07460,SOFFITE VENTILE 4 PANNEAUX GENTEK 0.13,003,278.2900,33200,278.2900,DS844MNWP,0000208,METAL-LAMI,FALSE,3,
0000020013,C-S-CH-ROY,,,,0.0000,0.0000,FALSE,0.0000,0.000000,0.0000,1,1,0.0000,,,000000215,07460,MOULURES EN J 015 COULEUR,004,48.0000,33200,48.0000,FNW9TKPPL,0000208,METAL-LAMI,FALSE,3,
0000020025,CSS-ENERGI,,....................3,,0.0000,0.0000,FALSE,0.0000,0.000000,0.0000,0,0,0.0000,,,000000216,,"SELON PLANS, DEVIS ET ADDENDA POUR CONSTRUCTION",001,1.0000,33200,1.0000,66CY21N8U,0000209,R0N-BOURBE,FALSE,3,
0000020025,CSS-ENERGI,,....................4,,0.0000,0.0000,FALSE,0.0000,0.000000,0.0000,0,0,0.0000,,,000000216,,AVEC LA FIRME D'INGENIERIE ET ARCHITECTES,002,1.0000,33200,1.0000,GYPMYK8J7,0000209,R0N-BOURBE,FALSE,3,
0000020025,CSS-ENERGI,,,,0.0000,0.0000,FALSE,0.0000,0.000000,0.0000,1,1,0.0000,,,000000216,07469,Enduit acrylique,003,5000.0000,33500,5000.0000,43TO8CPOF,0000209,R0N-BOURBE,FALSE,3,
0000020006,CONSEIL-MA,,....................3,,0.0000,0.0000,FALSE,0.0000,0.000000,0.0000,0,0,0.0000,,,000000217,,"SELON PLANS, DEVIS ET ADDENDA POUR CONSTRUCTION",001,1.0000,33200,1.0000,NO7ZRFY19,0000210,ACIER-RAY-,FALSE,3,
0000020006,CONSEIL-MA,,....................4,,0.0000,0.0000,FALSE,0.0000,0.000000,0.0000,0,0,0.0000,,,000000217,,AVEC LA FIRME D'INGENIERIE ET ARCHITECTES,002,1.0000,33200,1.0000,RW4P0QUO9,0000210,ACIER-RAY-,FALSE,3,
0000020006,CONSEIL-MA,,,,0.0000,0.0000,FALSE,0.0000,0.000000,0.0000,1,1,0.0000,,,000000217,03100,COUPE ET PERCEMENT DE CORNIERE EN ACIER GALV.,003,1435.0000,33200,1435.0000,VL2I6W0JE,0000210,ACIER-RAY-,FALSE,3,
0000020006,CONSEIL-MA,,....................3,,0.0000,0.0000,FALSE,0.0000,0.000000,0.0000,0,0,0.0000,,,000000218,,"SELON PLANS, DEVIS ET ADDENDA POUR CONSTRUCTION",001,1.0000,33200,1.0000,14GWMR1A7,0000211,ELECT-LAUR,FALSE,3,16000
0000020006,CONSEIL-MA,,....................4,,0.0000,0.0000,FALSE,0.0000,0.000000,0.0000,0,0,0.0000,,,000000218,,AVEC LA FIRME D'INGENIERIE ET ARCHITECTES,002,1.0000,33200,1.0000,7SJ21YDK6,0000211,ELECT-LAUR,FALSE,3,16000
0000020006,CONSEIL-MA,,,,0.0000,0.0000,FALSE,0.0000,0.000000,0.0000,1,1,0.0000,,,000000218,16000,ÉLECTRICITÉ SELON DIRECTIVE E-02,003,-751.0600,33500,-751.0600,EIELIGE89,0000211,ELECT-LAUR,FALSE,3,
0000020010,CIUSSS-MCQ,,....................3,,0.0000,0.0000,FALSE,0.0000,0.000000,0.0000,0,0,0.0000,,,000000219,,"SELON PLANS, DEVIS ET ADDENDA POUR CONSTRUCTION",001,1.0000,33200,1.0000,75EXIAQF0,0000212,CHARTRAY-R,FALSE,3,
0000020010,CIUSSS-MCQ,,....................4,,0.0000,0.0000,FALSE,0.0000,0.000000,0.0000,0,0,0.0000,,,000000219,,AVEC LA FIRME D'INGENIERIE ET ARCHITECTES,002,1.0000,33200,1.0000,IZPBXUC2Z,0000212,CHARTRAY-R,FALSE,3,
0000020010,CIUSSS-MCQ,,,,0.0000,0.0000,FALSE,0.0000,0.000000,0.0000,1,1,0.0000,,,000000219,15000,TRAVAUX POUR UNITÉ D'AIR UVC-1 SELON DIRECTIVE M-01,003,4370.0000,33500,4370.0000,LSW12CP0X,0000212,CHARTRAY-R,FALSE,3,
0000020006,CONSEIL-MA,,....................3,,0.0000,0.0000,FALSE,0.0000,0.000000,0.0000,0,0,0.0000,,,000000220,,"SELON PLANS, DEVIS ET ADDENDA POUR CONSTRUCTION",001,1.0000,33200,1.0000,FZA0M0R3Y,0000213,VITR-ASBES,FALSE,3,
0000020006,CONSEIL-MA,,....................4,,0.0000,0.0000,FALSE,0.0000,0.000000,0.0000,0,0,0.0000,,,000000220,,AVEC LA FIRME D'INGENIERIE ET ARCHITECTES,002,1.0000,33200,1.0000,VBJBVVMDP,0000213,VITR-ASBES,FALSE,3,
0000020006,CONSEIL-MA,,,,0.0000,0.0000,FALSE,0.0000,0.000000,0.0000,1,1,0.0000,,,000000220,08900,INSTALLATION DES MURS RIDEAU EN BOIS,003,22500.0000,33500,22500.0000,MQD6IWRGI,0000213,VITR-ASBES,FALSE,3,
0000020006,CONSEIL-MA,,.................0001,,0.0000,0.0000,FALSE,0.0000,0.000000,0.0000,0,0,0.0000,,,000000220,,LOT DE FOURNITURES FOURNI PAR VOUS,004,0.0000,,0.0000,57HY5Y74W,0000213,VITR-ASBES,FALSE,3,
0000020020,SIX-PINTS-,,....................3,,0.0000,0.0000,FALSE,0.0000,0.000000,0.0000,0,0,0.0000,,,000000221,,"SELON PLANS, DEVIS ET ADDENDA POUR CONSTRUCTION",001,1.0000,33200,1.0000,BK2LI46KL,0000214,MEI-SCIAGE,FALSE,3,03000
0000020020,SIX-PINTS-,,....................4,,0.0000,0.0000,FALSE,0.0000,0.000000,0.0000,0,0,0.0000,,,000000221,,AVEC LA FIRME D'INGENIERIE ET ARCHITECTES,002,1.0000,33200,1.0000,156FQTMFB,0000214,MEI-SCIAGE,FALSE,3,03000
0000020020,SIX-PINTS-,,,,0.0000,0.0000,FALSE,0.0000,0.000000,0.0000,1,1,0.0000,,,000000221,03000,SCAN,003,2125.0000,33500,2125.0000,SFFCNP10N,0000214,MEI-SCIAGE,FALSE,3,
0000020020,SIX-PINTS-,,,,0.0000,0.0000,FALSE,0.0000,0.000000,0.0000,1,1,0.0000,,,000000221,03000,SCIAGE,004,1130.0000,33500,1130.0000,17XRS1IKO,0000214,MEI-SCIAGE,FALSE,3,
0000020020,SIX-PINTS-,,,,0.0000,0.0000,FALSE,0.0000,0.000000,0.0000,1,1,0.0000,,,000000221,03000,SCIAGE,005,1837.5000,33500,1837.5000,FOMVNULE6,0000214,MEI-SCIAGE,FALSE,3,
0000020012,PLACEMENT-,,....................3,,0.0000,0.0000,FALSE,0.0000,0.000000,0.0000,0,0,0.0000,,,000000222,,"SELON PLANS, DEVIS ET ADDENDA POUR CONSTRUCTION",001,1.0000,33200,1.0000,3UWIP3E0S,0000215,PLOMB-MTCA,FALSE,3,
0000020012,PLACEMENT-,,....................4,,0.0000,0.0000,FALSE,0.0000,0.000000,0.0000,0,0,0.0000,,,000000222,,AVEC LA FIRME D'INGENIERIE ET ARCHITECTES,002,1.0000,33200,1.0000,AF3LORPGC,0000215,PLOMB-MTCA,FALSE,3,
0000020012,PLACEMENT-,,,,0.0000,0.0000,FALSE,0.0000,0.000000,0.0000,1,1,0.0000,,,000000222,15401,MIROIR LUMINEUX 24X36 HALO MHA 24X36,003,515.0000,33500,515.0000,MOIGNP5OQ,0000215,PLOMB-MTCA,FALSE,3,
0000020006,CONSEIL-MA,,....................3,,0.0000,0.0000,FALSE,0.0000,0.000000,0.0000,0,0,0.0000,,,000000223,,"SELON PLANS, DEVIS ET ADDENDA POUR CONSTRUCTION",001,1.0000,33200,1.0000,O8PY34WNT,0000216,ELECT-LAUR,FALSE,3,16000
0000020006,CONSEIL-MA,,....................4,,0.0000,0.0000,FALSE,0.0000,0.000000,0.0000,0,0,0.0000,,,000000223,,AVEC LA FIRME D'INGENIERIE ET ARCHITECTES,002,1.0000,33200,1.0000,KMZZLAARV,0000216,ELECT-LAUR,FALSE,3,16000
0000020006,CONSEIL-MA,,,,0.0000,0.0000,FALSE,0.0000,0.000000,0.0000,1,1,0.0000,,,000000223,16000,TRAVAUX ELECTRICITE SELON DIRECTIVE E-01 REV.1,003,1356.1800,33500,1356.1800,ALCDB5WHZ,0000216,ELECT-LAUR,FALSE,3,
0000020006,CONSEIL-MA,,....................3,,0.0000,0.0000,FALSE,0.0000,0.000000,0.0000,0,0,0.0000,,,000000224,,"SELON PLANS, DEVIS ET ADDENDA POUR CONSTRUCTION",001,1.0000,33200,1.0000,5Q1G5IVY3,0000217,F-DAIGLE--,FALSE,3,
0000020006,CONSEIL-MA,,....................4,,0.0000,0.0000,FALSE,0.0000,0.000000,0.0000,0,0,0.0000,,,000000224,,AVEC LA FIRME D'INGENIERIE ET ARCHITECTES,002,1.0000,33200,1.0000,V7TDRM7P2,0000217,F-DAIGLE--,FALSE,3,
0000020006,CONSEIL-MA,,,,0.0000,0.0000,FALSE,0.0000,0.000000,0.0000,1,1,0.0000,,,000000224,08210,MODIFICATION DES DIMENSIONS DE PORTES,003,265.0000,33200,265.0000,0AJN58C9W,0000217,F-DAIGLE--,FALSE,3,
0000020006,CONSEIL-MA,,.................0001,,0.0000,0.0000,FALSE,0.0000,0.000000,0.0000,0,0,0.0000,,,000000224,,SELON DIRECTIVE A-02,004,0.0000,,0.0000,XEPKQ3R3Z,0000217,F-DAIGLE--,FALSE,3,
0000020012,PLACEMENT-,,....................3,,0.0000,0.0000,FALSE,0.0000,0.000000,0.0000,0,0,0.0000,,,000000225,,"SELON PLANS, DEVIS ET ADDENDA POUR CONSTRUCTION",001,1.0000,33200,1.0000,C7K66M1IV,0000218,F-DAIGLE--,FALSE,3,
0000020012,PLACEMENT-,,....................4,,30.0000,30.0000,FALSE,0.0000,0.000000,0.0000,1,1,0.0000,,,000000225,,AVEC LA FIRME D'INGENIERIE ET ARCHITECTES,002,1.0000,33200,1.0000,LJFX5VFM3,0000218,F-DAIGLE--,FALSE,3,
0000020012,PLACEMENT-,,................00400,,15.0000,15.0000,FALSE,0.0000,0.000000,0.0000,1,1,0.0000,,,000000225,,SIKA 122 EN SACS,003,34.0000,33200,34.0000,JB0G0ULSN,0000218,F-DAIGLE--,FALSE,3,
0000020026,CSS-CH-ROY,,....................3,,0.0000,0.0000,FALSE,0.0000,0.000000,0.0000,0,0,0.0000,,,000000227,,"SELON PLANS, DEVIS ET ADDENDA POUR CONSTRUCTION",001,1.0000,33200,1.0000,BSBJ5LUCO,0000219,ACG-ISOLAT,FALSE,3,
0000020026,CSS-CH-ROY,,....................4,,0.0000,0.0000,FALSE,0.0000,0.000000,0.0000,0,0,0.0000,,,000000227,,AVEC LA FIRME D'INGENIERIE ET ARCHITECTES,002,1.0000,33200,1.0000,DWPQZE29T,0000219,ACG-ISOLAT,FALSE,3,
0000020026,CSS-CH-ROY,,.................0001,,0.0000,0.0000,FALSE,0.0000,0.000000,0.0000,0,0,0.0000,,,000000227,,TRAVAUX DE DECONTAMINATION,003,0.0000,,0.0000,DW3OB5J4U,0000219,ACG-ISOLAT,FALSE,3,
0000020026,CSS-CH-ROY,,.................0001,,0.0000,0.0000,FALSE,0.0000,0.000000,0.0000,0,0,0.0000,,,000000227,,PRIX SELON TEST D'AMIANTE (MODERE),004,0.0000,,0.0000,15BXMMSPZ,0000219,ACG-ISOLAT,FALSE,3,
0000020026,CSS-CH-ROY,,.................0001,,0.0000,0.0000,FALSE,0.0000,0.000000,0.0000,0,0,0.0000,,,000000227,,TRAVAUX SOUS-SOL ET NIVEAU 1,005,0.0000,,0.0000,P7KGVFMGF,0000219,ACG-ISOLAT,FALSE,3,
0000020026,CSS-CH-ROY,,.................0001,,0.0000,0.0000,FALSE,0.0000,0.000000,0.0000,0,0,0.0000,,,000000227,,"FOURNIR ASSURANCES, CERTIFICAT ET PROG.PREVENTION (AMIANTE)",006,0.0000,,0.0000,7MXMM4KFN,0000219,ACG-ISOLAT,FALSE,3,
0000020026,CSS-CH-ROY,,.................0001,,0.0000,0.0000,FALSE,0.0000,0.000000,0.0000,0,0,0.0000,,,000000227,,MATÉRIAUX ET MAIN D'OEUVRE,007,0.0000,,0.0000,534O0M312,0000219,ACG-ISOLAT,FALSE,3,
0000020026,CSS-CH-ROY,,................02070,,0.0000,0.0000,FALSE,0.0000,0.000000,0.0000,0,0,0.0000,,,000000227,,DEMOLITION SELECTIVE,008,0.0000,,0.0000,ZLXPDZ75K,0000219,ACG-ISOLAT,FALSE,3,
0000020026,CSS-CH-ROY,,....................3,,0.0000,0.0000,FALSE,0.0000,0.000000,0.0000,0,0,0.0000,,,000000228,,"SELON PLANS, DEVIS ET ADDENDA POUR CONSTRUCTION",001,1.0000,33200,1.0000,UZ1JHRHHC,0000220,SOUDURE-CL,FALSE,3,
0000020026,CSS-CH-ROY,,....................4,,0.0000,0.0000,FALSE,0.0000,0.000000,0.0000,0,0,0.0000,,,000000228,,AVEC LA FIRME D'INGENIERIE ET ARCHITECTES,002,1.0000,33200,1.0000,80TJ2S7ZC,0000220,SOUDURE-CL,FALSE,3,
0000020026,CSS-CH-ROY,,,,0.0000,0.0000,FALSE,0.0000,0.000000,0.0000,1,1,0.0000,,,000000228,05500,MAIN COURANT INSTALLEE DE CHAQUE COTE DE L'ESCALIER,003,2700.0000,33200,2700.0000,B3QF8RT7U,0000220,SOUDURE-CL,FALSE,3,
0000020026,CSS-CH-ROY,,,,0.0000,0.0000,FALSE,0.0000,0.000000,0.0000,1,1,0.0000,,,000000228,05500,GARDE-CORPS AU BAS DE L'ESCALIER,004,700.0000,33200,700.0000,M1ARPQN6F,0000220,SOUDURE-CL,FALSE,3,
0000020026,CSS-CH-ROY,,,,0.0000,0.0000,FALSE,0.0000,0.000000,0.0000,1,1,0.0000,,,000000228,05500,RELEVES DES MESURES ET DESSINS D'ATELIER,005,600.0000,33200,600.0000,ALAYD91F9,0000220,SOUDURE-CL,FALSE,3,
0000020026,CSS-CH-ROY,,....................3,,0.0000,0.0000,FALSE,0.0000,0.000000,0.0000,0,0,0.0000,,,000000229,,"SELON PLANS, DEVIS ET ADDENDA POUR CONSTRUCTION",001,1.0000,33200,1.0000,OVMGQT0A3,0000221,ACIER-RAY-,FALSE,3,
0000020026,CSS-CH-ROY,,....................4,,0.0000,0.0000,FALSE,0.0000,0.000000,0.0000,0,0,0.0000,,,000000229,,AVEC LA FIRME D'INGENIERIE ET ARCHITECTES,002,1.0000,33200,1.0000,WS6EGX2IQ,0000221,ACIER-RAY-,FALSE,3,
0000020026,CSS-CH-ROY,,,,0.0000,0.0000,FALSE,0.0000,0.000000,0.0000,1,1,0.0000,,,000000229,05500,FABRICATION DE QUATRE (4) DESCENTES DE GOUTTIERES,003,1665.0000,33200,1665.0000,XR9KTCTHK,0000221,ACIER-RAY-,FALSE,3,
0000020026,CSS-CH-ROY,,.................0001,,0.0000,0.0000,FALSE,0.0000,0.000000,0.0000,0,0,0.0000,,,000000229,,FINITION GALV À CHAUD,004,0.0000,,0.0000,OTN0LVKMK,0000221,ACIER-RAY-,FALSE,3,
0000020026,CSS-CH-ROY,,.................0001,,0.0000,0.0000,FALSE,0.0000,0.000000,0.0000,0,0,0.0000,,,000000229,,MESURE A CONFIRMER (M. SANSCARTIER 418-507-6731,005,0.0000,,0.0000,VYT6AWTNY,0000221,ACIER-RAY-,FALSE,3,
0000020026,CSS-CH-ROY,,....................3,,0.0000,0.0000,FALSE,0.0000,0.000000,0.0000,0,0,0.0000,,,000000230,,"SELON PLANS, DEVIS ET ADDENDA POUR CONSTRUCTION",001,1.0000,33200,1.0000,ILE7DEQG2,0000222,F-DAIGLE--,FALSE,3,
0000020026,CSS-CH-ROY,,....................4,,0.0000,0.0000,FALSE,0.0000,0.000000,0.0000,0,0,0.0000,,,000000230,,AVEC LA FIRME D'INGENIERIE ET ARCHITECTES,002,1.0000,33200,1.0000,B59XLM4PY,0000222,F-DAIGLE--,FALSE,3,
0000020026,CSS-CH-ROY,,,,0.0000,0.0000,FALSE,0.0000,0.000000,0.0000,1,1,0.0000,,,000000230,08110,"LOT DE PORTES, CADRES ET QUINCAILLERIE",003,8183.0000,33200,8183.0000,LEHRWY9FU,0000222,F-DAIGLE--,FALSE,3,
0000020026,CSS-CH-ROY,,,,0.0000,0.0000,FALSE,0.0000,0.000000,0.0000,1,1,0.0000,,,000000230,08110,LOT DE DOUZE (12) VERRES TEL QUE DESCRIPTION,004,1314.0000,33200,1314.0000,HDBE7R46H,0000222,F-DAIGLE--,FALSE,3,
0000020026,CSS-CH-ROY,,....................3,,0.0000,0.0000,FALSE,0.0000,0.000000,0.0000,0,0,0.0000,,,000000231,,"SELON PLANS, DEVIS ET ADDENDA POUR CONSTRUCTION",001,1.0000,33200,1.0000,I5T6L7E9J,0000223,LG-RENOVAT,FALSE,3,
0000020026,CSS-CH-ROY,,....................4,,0.0000,0.0000,FALSE,0.0000,0.000000,0.0000,0,0,0.0000,,,000000231,,AVEC LA FIRME D'INGENIERIE ET ARCHITECTES,002,1.0000,33200,1.0000,M8QSUNSKT,0000223,LG-RENOVAT,FALSE,3,
0000020026,CSS-CH-ROY,,,,0.0000,0.0000,FALSE,0.0000,0.000000,0.0000,1,1,0.0000,,,000000231,08330,VOLET ROULANT COUPE FEU EN ACIER,003,4550.0000,33500,4550.0000,E9FT3NIOT,0000223,LG-RENOVAT,FALSE,3,
0000020026,CSS-CH-ROY,,,,0.0000,0.0000,FALSE,0.0000,0.000000,0.0000,1,1,0.0000,,,000000231,08330,PEINTE COULEUR RAL AU CHOIX DU CLIENT,004,972.0000,33500,972.0000,KR26458GB,0000223,LG-RENOVAT,FALSE,3,
0000020026,CSS-CH-ROY,,.................0001,,0.0000,0.0000,FALSE,0.0000,0.000000,0.0000,0,0,0.0000,,,000000231,,FOURNITURE ET INSTALLATION INCLUSE,005,0.0000,,0.0000,H1W3BT6K3,0000223,LG-RENOVAT,FALSE,3,
0000020026,CSS-CH-ROY,,....................3,,0.0000,0.0000,FALSE,0.0000,0.000000,0.0000,0,0,0.0000,,,000000232,,"SELON PLANS, DEVIS ET ADDENDA POUR CONSTRUCTION",001,1.0000,33200,1.0000,LAH8U6JI7,0000224,VAL-MAURIC,FALSE,3,
0000020026,CSS-CH-ROY,,....................4,,0.0000,0.0000,FALSE,0.0000,0.000000,0.0000,0,0,0.0000,,,000000232,,AVEC LA FIRME D'INGENIERIE ET ARCHITECTES,002,1.0000,33200,1.0000,8BN3UTZTX,0000224,VAL-MAURIC,FALSE,3,
0000020026,CSS-CH-ROY,,,,0.0000,0.0000,FALSE,0.0000,0.000000,0.0000,1,1,0.0000,,,000000232,16000,ÉLECTRICITÉ,003,18250.0000,33500,18250.0000,AZVLYGALL,0000224,VAL-MAURIC,FALSE,3,
0000020026,CSS-CH-ROY,,....................3,,0.0000,0.0000,FALSE,0.0000,0.000000,0.0000,0,0,0.0000,,,000000233,,"SELON PLANS, DEVIS ET ADDENDA POUR CONSTRUCTION",001,1.0000,33200,1.0000,R3YNWH89B,0000225,SYST-VILLE,FALSE,3,
0000020026,CSS-CH-ROY,,....................4,,0.0000,0.0000,FALSE,0.0000,0.000000,0.0000,0,0,0.0000,,,000000233,,AVEC LA FIRME D'INGENIERIE ET ARCHITECTES,002,1.0000,33200,1.0000,EAV9N1EIU,0000225,SYST-VILLE,FALSE,3,
0000020026,CSS-CH-ROY,,,,0.0000,0.0000,FALSE,0.0000,0.000000,0.0000,1,1,0.0000,,,000000233,09910,TRAVAUX DE PEINTURE,003,11437.6900,33500,11437.6900,XMWT4S8N2,0000225,SYST-VILLE,FALSE,3,
0000020026,CSS-CH-ROY,,....................3,,0.0000,0.0000,FALSE,0.0000,0.000000,0.0000,0,0,0.0000,,,000000234,,"SELON PLANS, DEVIS ET ADDENDA POUR CONSTRUCTION",001,1.0000,33200,1.0000,1YIR62FMV,0000226,CONST-RIVA,FALSE,3,
0000020026,CSS-CH-ROY,,....................4,,0.0000,0.0000,FALSE,0.0000,0.000000,0.0000,0,0,0.0000,,,000000234,,AVEC LA FIRME D'INGENIERIE ET ARCHITECTES,002,1.0000,33200,1.0000,7NAW6P6JX,0000226,CONST-RIVA,FALSE,3,
0000020026,CSS-CH-ROY,,,,0.0000,0.0000,FALSE,0.0000,0.000000,0.0000,1,1,0.0000,,,000000234,09200,TRAVAUX SYSTEME INTERIEUR GYPSE ET JOINT,003,1787.5000,33500,1787.5000,OXTSHQF52,0000226,CONST-RIVA,FALSE,3,
0000020026,CSS-CH-ROY,,,,0.0000,0.0000,FALSE,0.0000,0.000000,0.0000,1,1,0.0000,,,000000234,09510,TRAVAUX SYSTEME INTERIEUR PLAFOND ACOUSTIQUE,004,13000.0000,33500,13000.0000,RAHWQKTJG,0000226,CONST-RIVA,FALSE,3,
0000020026,CSS-CH-ROY,,....................3,,0.0000,0.0000,FALSE,0.0000,0.000000,0.0000,0,0,0.0000,,,000000235,,"SELON PLANS, DEVIS ET ADDENDA POUR CONSTRUCTION",001,1.0000,33200,1.0000,8YRSS1X5I,0000227,D-DIONNE--,FALSE,3,
0000020026,CSS-CH-ROY,,....................4,,0.0000,0.0000,FALSE,0.0000,0.000000,0.0000,0,0,0.0000,,,000000235,,AVEC LA FIRME D'INGENIERIE ET ARCHITECTES,002,1.0000,33200,1.0000,1D66EB97S,0000227,D-DIONNE--,FALSE,3,
0000020026,CSS-CH-ROY,,,,0.0000,0.0000,FALSE,0.0000,0.000000,0.0000,1,1,0.0000,,,000000235,09600,"FOURNITURE ET INSTALLATION TUILE TVC, PLINTHES, MARCHES CAOUT.",003,6100.0000,33500,6100.0000,UB4E3GG9S,0000227,D-DIONNE--,FALSE,3,
0000020026,CSS-CH-ROY,,....................3,,0.0000,0.0000,FALSE,0.0000,0.000000,0.0000,0,0,0.0000,,,000000236,,"SELON PLANS, DEVIS ET ADDENDA POUR CONSTRUCTION",001,1.0000,33200,1.0000,IIMYBHJCF,0000228,ISOL-BOUCH,FALSE,3,
0000020026,CSS-CH-ROY,,....................4,,0.0000,0.0000,FALSE,0.0000,0.000000,0.0000,0,0,0.0000,,,000000236,,AVEC LA FIRME D'INGENIERIE ET ARCHITECTES,002,1.0000,33200,1.0000,45MRKBXFQ,0000228,ISOL-BOUCH,FALSE,3,
0000020026,CSS-CH-ROY,,,,0.0000,0.0000,FALSE,0.0000,0.000000,0.0000,1,1,0.0000,,,000000236,07200,ISOLATION EN MOUSSE DE POLYURETHANE GICLE,003,1460.0000,33500,1460.0000,LFRPQEUMV,0000228,ISOL-BOUCH,FALSE,3,
0000020026,CSS-CH-ROY,,....................3,,1.0000,1.0000,FALSE,0.0000,0.000000,0.0000,1,1,0.0000,,,000000237,,"SELON PLANS, DEVIS ET ADDENDA POUR CONSTRUCTION",001,1.0000,33200,1.0000,2EZ7PM49R,0000229,AMEUBL-STY,FALSE,3,
0000020026,CSS-CH-ROY,,....................4,,1.0000,1.0000,FALSE,0.0000,0.000000,0.0000,1,1,0.0000,,,000000237,,AVEC LA FIRME D'INGENIERIE ET ARCHITECTES,002,1.0000,33200,1.0000,C57E0Y0VU,0000229,AMEUBL-STY,FALSE,3,
0000020026,CSS-CH-ROY,,,,0.0000,0.0000,FALSE,0.0000,0.000000,0.0000,1,1,0.0000,,,000000237,06400,TRAVAUX EBENISTERIE (MOBILIER),003,7000.0000,33500,7000.0000,KV96TC66X,0000229,AMEUBL-STY,FALSE,3,
0000020026,CSS-CH-ROY,,....................3,,0.0000,0.0000,FALSE,0.0000,0.000000,0.0000,0,0,0.0000,,,000000238,,"SELON PLANS, DEVIS ET ADDENDA POUR CONSTRUCTION",001,1.0000,33200,1.0000,K19MQIVIT,0000230,ROGER-BELL,FALSE,3,
0000020026,CSS-CH-ROY,,....................4,,0.0000,0.0000,FALSE,0.0000,0.000000,0.0000,0,0,0.0000,,,000000238,,AVEC LA FIRME D'INGENIERIE ET ARCHITECTES,002,1.0000,33200,1.0000,KQMW320T7,0000230,ROGER-BELL,FALSE,3,
0000020026,CSS-CH-ROY,,,,0.0000,0.0000,FALSE,0.0000,0.000000,0.0000,1,1,0.0000,,,000000238,07500,TRAVAUX DE TOITURE PATCH DE SOPRAWALK 4'X 8',003,850.0000,33500,850.0000,1KYIV0IHN,0000230,ROGER-BELL,FALSE,3,
0000020026,CSS-CH-ROY,,....................3,,0.0000,0.0000,FALSE,0.0000,0.000000,0.0000,0,0,0.0000,,,000000239,,"SELON PLANS, DEVIS ET ADDENDA POUR CONSTRUCTION",001,1.0000,33200,1.0000,3KSZW7WOJ,0000231,ENT-MAXIME,FALSE,3,
0000020026,CSS-CH-ROY,,....................4,,0.0000,0.0000,FALSE,0.0000,0.000000,0.0000,0,0,0.0000,,,000000239,,AVEC LA FIRME D'INGENIERIE ET ARCHITECTES,002,1.0000,33200,1.0000,SOS1SDP8G,0000231,ENT-MAXIME,FALSE,3,
0000020026,CSS-CH-ROY,,,,0.0000,0.0000,FALSE,0.0000,0.000000,0.0000,1,1,0.0000,,,000000239,02315,TRAVAUX BOLLARD - PIEUX - DALLE - BETON,003,32000.0000,33200,32000.0000,QSWO5D1VS,0000231,ENT-MAXIME,FALSE,3,
0000020026,CSS-CH-ROY,,.................0001,,0.0000,0.0000,FALSE,0.0000,0.000000,0.0000,0,0,0.0000,,,000000239,,TRAVAUX EXCAVATION - REMBLAI - PAVAGE,004,0.0000,,0.0000,0G5YUKUKZ,0000231,ENT-MAXIME,FALSE,3,
